age,sample_0,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,sample_24,sample_25,sample_26,sample_27,sample_28,sample_29,sample_30,sample_31,sample_32,sample_33,sample_34,sample_35,sample_36,sample_37,sample_38,sample_39,sample_40,sample_41,sample_42,sample_43,sample_44,sample_45,sample_46,sample_47,sample_48,sample_49,sample_50,sample_51,sample_52,sample_53,sample_54,sample_55,sample_56,sample_57,sample_58,sample_59,sample_60,sample_61,sample_62,sample_63,sample_64,sample_65,sample_66,sample_67,sample_68,sample_69,sample_70,sample_71,sample_72,sample_73,sample_74,sample_75,sample_76,sample_77,sample_78,sample_79,sample_80,sample_81,sample_82,sample_83,sample_84,sample_85,sample_86,sample_87,sample_88,sample_89,sample_90,sample_91,sample_92,sample_93,sample_94,sample_95,sample_96,sample_97,sample_98,sample_99
21,0.06521739130434782,0.021739130434782608,0.10869565217391304,0.13043478260869565,0.021739130434782608,0.06521739130434782,0.10869565217391304,0.021739130434782608,0.06521739130434782,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.06521739130434782,0.08695652173913043,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.10869565217391304,0.08695652173913043,0.043478260869565216,0.06521739130434782,0.021739130434782608,0.06521739130434782,0.06521739130434782,0.08695652173913043,0.043478260869565216,0.10869565217391304,0.13043478260869565,0.043478260869565216,0.10869565217391304,0.10869565217391304,0.043478260869565216,0.08695652173913043,0.021739130434782608,0.043478260869565216,0.10869565217391304,0.021739130434782608,0.021739130434782608,0.08695652173913043,0.06521739130434782,0.10869565217391304,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.06521739130434782,0.10869565217391304,0.08695652173913043,0.06521739130434782,0.06521739130434782,0.15217391304347827,0.06521739130434782,0.06521739130434782,0.08695652173913043,0.08695652173913043,0.043478260869565216,0.06521739130434782,0.13043478260869565,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.08695652173913043,0.043478260869565216,0.06521739130434782,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.10869565217391304,0.08695652173913043,0.10869565217391304,0.06521739130434782,0.08695652173913043,0.043478260869565216,0.021739130434782608,0.08695652173913043,0.13043478260869565,0.08695652173913043,0.08695652173913043,0.06521739130434782,0.08695652173913043,0.06521739130434782,0.08695652173913043,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.06521739130434782,0.10869565217391304,0.08695652173913043,0.06521739130434782,0.043478260869565216,0.06521739130434782,0.10869565217391304,0.08695652173913043,0.10869565217391304,0.08695652173913043,0.06521739130434782
22,0.2391304347826087,0.10869565217391304,0.13043478260869565,0.13043478260869565,0.10869565217391304,0.21739130434782608,0.2391304347826087,0.17391304347826086,0.13043478260869565,0.021739130434782608,0.1956521739130435,0.15217391304347827,0.17391304347826086,0.17391304347826086,0.08695652173913043,0.17391304347826086,0.10869565217391304,0.1956521739130435,0.13043478260869565,0.08695652173913043,0.13043478260869565,0.2608695652173913,0.13043478260869565,0.21739130434782608,0.13043478260869565,0.2391304347826087,0.08695652173913043,0.30434782608695654,0.043478260869565216,0.15217391304347827,0.06521739130434782,0.17391304347826086,0.13043478260869565,0.2608695652173913,0.10869565217391304,0.08695652173913043,0.21739130434782608,0.2826086956521739,0.13043478260869565,0.21739130434782608,0.08695652173913043,0.13043478260869565,0.13043478260869565,0.15217391304347827,0.2391304347826087,0.21739130434782608,0.15217391304347827,0.10869565217391304,0.17391304347826086,0.13043478260869565,0.08695652173913043,0.06521739130434782,0.21739130434782608,0.15217391304347827,0.17391304347826086,0.13043478260869565,0.15217391304347827,0.10869565217391304,0.08695652173913043,0.2608695652173913,0.21739130434782608,0.10869565217391304,0.21739130434782608,0.15217391304347827,0.043478260869565216,0.13043478260869565,0.13043478260869565,0.10869565217391304,0.1956521739130435,0.1956521739130435,0.10869565217391304,0.2826086956521739,0.2826086956521739,0.13043478260869565,0.17391304347826086,0.13043478260869565,0.17391304347826086,0.1956521739130435,0.13043478260869565,0.13043478260869565,0.32608695652173914,0.08695652173913043,0.17391304347826086,0.13043478260869565,0.1956521739130435,0.17391304347826086,0.1956521739130435,0.17391304347826086,0.1956521739130435,0.2391304347826087,0.13043478260869565,0.08695652173913043,0.2608695652173913,0.13043478260869565,0.06521739130434782,0.13043478260869565,0.1956521739130435,0.06521739130434782,0.30434782608695654,0.13043478260869565
23,0.10869565217391304,0.13043478260869565,0.15217391304347827,0.15217391304347827,0.08695652173913043,0.15217391304347827,0.13043478260869565,0.08695652173913043,0.10869565217391304,0.08695652173913043,0.2391304347826087,0.08695652173913043,0.15217391304347827,0.043478260869565216,0.06521739130434782,0.21739130434782608,0.17391304347826086,0.08695652173913043,0.2608695652173913,0.15217391304347827,0.06521739130434782,0.08695652173913043,0.10869565217391304,0.1956521739130435,0.15217391304347827,0.15217391304347827,0.15217391304347827,0.06521739130434782,0.13043478260869565,0.17391304347826086,0.2826086956521739,0.13043478260869565,0.08695652173913043,0.06521739130434782,0.043478260869565216,0.08695652173913043,0.1956521739130435,0.08695652173913043,0.06521739130434782,0.10869565217391304,0.15217391304347827,0.15217391304347827,0.13043478260869565,0.06521739130434782,0.10869565217391304,0.06521739130434782,0.17391304347826086,0.13043478260869565,0.13043478260869565,0.10869565217391304,0.13043478260869565,0.06521739130434782,0.17391304347826086,0.10869565217391304,0.1956521739130435,0.15217391304347827,0.13043478260869565,0.1956521739130435,0.08695652173913043,0.17391304347826086,0.13043478260869565,0.06521739130434782,0.17391304347826086,0.2391304347826087,0.21739130434782608,0.06521739130434782,0.08695652173913043,0.06521739130434782,0.08695652173913043,0.08695652173913043,0.13043478260869565,0.15217391304347827,0.08695652173913043,0.13043478260869565,0.08695652173913043,0.2608695652173913,0.10869565217391304,0.10869565217391304,0.1956521739130435,0.15217391304347827,0.06521739130434782,0.08695652173913043,0.2391304347826087,0.13043478260869565,0.06521739130434782,0.06521739130434782,0.10869565217391304,0.10869565217391304,0.06521739130434782,0.08695652173913043,0.15217391304347827,0.17391304347826086,0.10869565217391304,0.08695652173913043,0.08695652173913043,0.13043478260869565,0.0,0.17391304347826086,0.10869565217391304,0.15217391304347827
24,0.06521739130434782,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.13043478260869565,0.06521739130434782,0.043478260869565216,0.15217391304347827,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.043478260869565216,0.10869565217391304,0.043478260869565216,0.043478260869565216,0.15217391304347827,0.0,0.15217391304347827,0.08695652173913043,0.10869565217391304,0.0,0.08695652173913043,0.10869565217391304,0.10869565217391304,0.15217391304347827,0.10869565217391304,0.06521739130434782,0.10869565217391304,0.08695652173913043,0.10869565217391304,0.06521739130434782,0.06521739130434782,0.10869565217391304,0.043478260869565216,0.10869565217391304,0.08695652173913043,0.15217391304347827,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.06521739130434782,0.06521739130434782,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.10869565217391304,0.08695652173913043,0.043478260869565216,0.08695652173913043,0.06521739130434782,0.043478260869565216,0.08695652173913043,0.06521739130434782,0.10869565217391304,0.17391304347826086,0.06521739130434782,0.10869565217391304,0.021739130434782608,0.043478260869565216,0.15217391304347827,0.15217391304347827,0.15217391304347827,0.021739130434782608,0.06521739130434782,0.043478260869565216,0.10869565217391304,0.08695652173913043,0.08695652173913043,0.021739130434782608,0.10869565217391304,0.10869565217391304,0.13043478260869565,0.021739130434782608,0.06521739130434782,0.08695652173913043,0.08695652173913043,0.1956521739130435,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.13043478260869565,0.15217391304347827,0.043478260869565216,0.043478260869565216,0.10869565217391304,0.17391304347826086,0.043478260869565216,0.15217391304347827,0.10869565217391304,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.10869565217391304,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.08695652173913043,0.06521739130434782,0.13043478260869565
25,0.08695652173913043,0.13043478260869565,0.10869565217391304,0.021739130434782608,0.10869565217391304,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.10869565217391304,0.043478260869565216,0.0,0.021739130434782608,0.0,0.10869565217391304,0.15217391304347827,0.043478260869565216,0.06521739130434782,0.06521739130434782,0.08695652173913043,0.17391304347826086,0.06521739130434782,0.13043478260869565,0.06521739130434782,0.13043478260869565,0.10869565217391304,0.043478260869565216,0.10869565217391304,0.10869565217391304,0.06521739130434782,0.043478260869565216,0.043478260869565216,0.10869565217391304,0.10869565217391304,0.08695652173913043,0.13043478260869565,0.043478260869565216,0.08695652173913043,0.08695652173913043,0.06521739130434782,0.043478260869565216,0.043478260869565216,0.17391304347826086,0.043478260869565216,0.021739130434782608,0.10869565217391304,0.06521739130434782,0.17391304347826086,0.10869565217391304,0.06521739130434782,0.08695652173913043,0.13043478260869565,0.06521739130434782,0.021739130434782608,0.0,0.06521739130434782,0.08695652173913043,0.10869565217391304,0.08695652173913043,0.08695652173913043,0.043478260869565216,0.13043478260869565,0.021739130434782608,0.10869565217391304,0.08695652173913043,0.15217391304347827,0.06521739130434782,0.08695652173913043,0.06521739130434782,0.021739130434782608,0.06521739130434782,0.043478260869565216,0.15217391304347827,0.06521739130434782,0.17391304347826086,0.021739130434782608,0.08695652173913043,0.06521739130434782,0.10869565217391304,0.06521739130434782,0.043478260869565216,0.10869565217391304,0.06521739130434782,0.06521739130434782,0.08695652173913043,0.06521739130434782,0.043478260869565216,0.06521739130434782,0.021739130434782608,0.043478260869565216,0.13043478260869565,0.021739130434782608,0.10869565217391304,0.06521739130434782,0.043478260869565216,0.06521739130434782,0.06521739130434782,0.021739130434782608,0.08695652173913043,0.021739130434782608
26,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.08695652173913043,0.043478260869565216,0.15217391304347827,0.021739130434782608,0.08695652173913043,0.06521739130434782,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.06521739130434782,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.08695652173913043,0.13043478260869565,0.06521739130434782,0.021739130434782608,0.06521739130434782,0.10869565217391304,0.043478260869565216,0.021739130434782608,0.10869565217391304,0.06521739130434782,0.0,0.08695652173913043,0.10869565217391304,0.021739130434782608,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.08695652173913043,0.10869565217391304,0.021739130434782608,0.021739130434782608,0.06521739130434782,0.043478260869565216,0.13043478260869565,0.043478260869565216,0.06521739130434782,0.043478260869565216,0.0,0.043478260869565216,0.06521739130434782,0.06521739130434782,0.043478260869565216,0.0,0.043478260869565216,0.06521739130434782,0.06521739130434782,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.0,0.06521739130434782,0.021739130434782608,0.043478260869565216,0.0,0.0,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.10869565217391304,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.06521739130434782,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.0,0.021739130434782608,0.043478260869565216,0.06521739130434782,0.06521739130434782,0.0,0.10869565217391304,0.043478260869565216,0.08695652173913043,0.06521739130434782,0.10869565217391304,0.021739130434782608,0.043478260869565216,0.043478260869565216
27,0.0,0.06521739130434782,0.08695652173913043,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.06521739130434782,0.06521739130434782,0.06521739130434782,0.08695652173913043,0.06521739130434782,0.06521739130434782,0.0,0.021739130434782608,0.0,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.06521739130434782,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.021739130434782608,0.08695652173913043,0.13043478260869565,0.021739130434782608,0.13043478260869565,0.021739130434782608,0.043478260869565216,0.0,0.08695652173913043,0.10869565217391304,0.06521739130434782,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.08695652173913043,0.06521739130434782,0.13043478260869565,0.10869565217391304,0.06521739130434782,0.043478260869565216,0.06521739130434782,0.043478260869565216,0.10869565217391304,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.10869565217391304,0.10869565217391304,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.0,0.043478260869565216,0.06521739130434782,0.043478260869565216,0.06521739130434782,0.10869565217391304,0.043478260869565216,0.021739130434782608,0.08695652173913043,0.06521739130434782,0.0,0.021739130434782608,0.06521739130434782,0.043478260869565216,0.021739130434782608,0.08695652173913043,0.0,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.08695652173913043,0.0,0.0,0.0,0.043478260869565216,0.06521739130434782,0.0,0.043478260869565216,0.13043478260869565,0.0,0.06521739130434782,0.043478260869565216,0.0,0.06521739130434782,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.10869565217391304
28,0.043478260869565216,0.021739130434782608,0.06521739130434782,0.043478260869565216,0.06521739130434782,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.06521739130434782,0.021739130434782608,0.043478260869565216,0.13043478260869565,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.0,0.08695652173913043,0.06521739130434782,0.043478260869565216,0.08695652173913043,0.06521739130434782,0.021739130434782608,0.0,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.0,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.06521739130434782,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.021739130434782608,0.021739130434782608,0.06521739130434782,0.08695652173913043,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.06521739130434782,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.0,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.043478260869565216,0.06521739130434782,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.06521739130434782,0.08695652173913043,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.043478260869565216,0.08695652173913043,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.06521739130434782,0.08695652173913043,0.0,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.08695652173913043,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.13043478260869565,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.043478260869565216
29,0.06521739130434782,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.0,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.08695652173913043,0.13043478260869565,0.043478260869565216,0.10869565217391304,0.043478260869565216,0.10869565217391304,0.021739130434782608,0.06521739130434782,0.08695652173913043,0.0,0.06521739130434782,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.06521739130434782,0.0,0.06521739130434782,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.08695652173913043,0.043478260869565216,0.0,0.043478260869565216,0.021739130434782608,0.06521739130434782,0.043478260869565216,0.021739130434782608,0.0,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.0,0.06521739130434782,0.021739130434782608,0.0,0.043478260869565216,0.021739130434782608,0.06521739130434782,0.043478260869565216,0.06521739130434782,0.021739130434782608,0.0,0.0,0.043478260869565216,0.043478260869565216,0.06521739130434782,0.0,0.043478260869565216,0.0,0.0,0.043478260869565216,0.043478260869565216,0.0,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.0,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.06521739130434782,0.043478260869565216,0.06521739130434782,0.043478260869565216,0.0,0.043478260869565216,0.10869565217391304,0.06521739130434782,0.043478260869565216,0.021739130434782608,0.0,0.06521739130434782,0.0,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.043478260869565216,0.0,0.021739130434782608,0.0,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.08695652173913043,0.021739130434782608
30,0.06521739130434782,0.06521739130434782,0.043478260869565216,0.0,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.0,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.0,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.0,0.021739130434782608,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.06521739130434782,0.0,0.0,0.021739130434782608,0.043478260869565216,0.0,0.0,0.021739130434782608,0.06521739130434782,0.0,0.021739130434782608,0.0,0.021739130434782608,0.06521739130434782,0.0,0.021739130434782608,0.021739130434782608,0.0,0.043478260869565216,0.0,0.08695652173913043,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.0,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.0,0.043478260869565216,0.0,0.043478260869565216,0.0,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.10869565217391304,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.08695652173913043,0.06521739130434782,0.0,0.0,0.08695652173913043,0.06521739130434782,0.043478260869565216,0.10869565217391304,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.0,0.043478260869565216,0.021739130434782608,0.08695652173913043,0.021739130434782608,0.021739130434782608,0.0,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.0,0.06521739130434782,0.021739130434782608,0.06521739130434782,0.0,0.021739130434782608
31,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.0,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.08695652173913043,0.0,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.06521739130434782,0.021739130434782608,0.0,0.06521739130434782,0.021739130434782608,0.0,0.043478260869565216,0.06521739130434782,0.08695652173913043,0.021739130434782608,0.043478260869565216,0.06521739130434782,0.021739130434782608,0.0,0.0,0.0,0.0,0.043478260869565216,0.021739130434782608,0.0,0.043478260869565216,0.10869565217391304,0.043478260869565216,0.021739130434782608,0.0,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.0,0.021739130434782608,0.021739130434782608,0.0,0.043478260869565216,0.043478260869565216,0.0,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.08695652173913043,0.021739130434782608,0.021739130434782608,0.0,0.021739130434782608,0.0,0.0,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.0,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.0,0.06521739130434782,0.021739130434782608,0.0,0.0,0.043478260869565216,0.021739130434782608,0.0,0.043478260869565216,0.021739130434782608,0.08695652173913043,0.0,0.0,0.0,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.0,0.021739130434782608,0.043478260869565216,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.08695652173913043,0.06521739130434782,0.043478260869565216
32,0.021739130434782608,0.0,0.021739130434782608,0.0,0.06521739130434782,0.021739130434782608,0.0,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.0,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.06521739130434782,0.0,0.0,0.0,0.06521739130434782,0.021739130434782608,0.06521739130434782,0.043478260869565216,0.0,0.0,0.06521739130434782,0.021739130434782608,0.043478260869565216,0.0,0.043478260869565216,0.06521739130434782,0.021739130434782608,0.0,0.0,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.0,0.021739130434782608,0.0,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.06521739130434782,0.043478260869565216,0.021739130434782608,0.0,0.0,0.0,0.0,0.06521739130434782,0.06521739130434782,0.043478260869565216,0.0,0.0,0.021739130434782608,0.043478260869565216,0.0,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.0,0.0,0.043478260869565216,0.0,0.043478260869565216,0.021739130434782608,0.0,0.021739130434782608,0.043478260869565216,0.0,0.0,0.08695652173913043,0.0,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.06521739130434782,0.043478260869565216,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.0,0.0,0.043478260869565216
33,0.08695652173913043,0.021739130434782608,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.043478260869565216,0.021739130434782608,0.0,0.021739130434782608,0.0,0.021739130434782608,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.0,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.0,0.043478260869565216,0.021739130434782608,0.0,0.021739130434782608,0.0,0.021739130434782608,0.0,0.021739130434782608,0.0,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.0,0.0,0.08695652173913043,0.021739130434782608,0.06521739130434782,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.0,0.0,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.0,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.0,0.043478260869565216,0.021739130434782608,0.0,0.043478260869565216,0.0,0.0,0.021739130434782608,0.0,0.021739130434782608,0.0,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.0,0.021739130434782608,0.0,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.0,0.0,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.0,0.021739130434782608,0.0,0.0,0.021739130434782608,0.043478260869565216
34,0.043478260869565216,0.0,0.0,0.021739130434782608,0.021739130434782608,0.0,0.043478260869565216,0.043478260869565216,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.0,0.021739130434782608,0.021739130434782608,0.0,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.0,0.0,0.043478260869565216,0.043478260869565216,0.0,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.0,0.021739130434782608,0.021739130434782608,0.0,0.021739130434782608,0.0,0.0,0.0,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.0,0.06521739130434782,0.043478260869565216,0.0,0.021739130434782608,0.0,0.043478260869565216,0.0,0.021739130434782608,0.0,0.021739130434782608,0.0,0.021739130434782608,0.021739130434782608,0.0,0.0,0.0,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.0,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.0,0.0,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.0,0.021739130434782608,0.021739130434782608,0.0,0.021739130434782608,0.0,0.021739130434782608,0.0,0.021739130434782608,0.021739130434782608,0.0,0.0,0.043478260869565216,0.021739130434782608,0.0,0.0
35,0.021739130434782608,0.021739130434782608,0.0,0.021739130434782608,0.0,0.043478260869565216,0.0,0.021739130434782608,0.06521739130434782,0.043478260869565216,0.021739130434782608,0.06521739130434782,0.043478260869565216,0.021739130434782608,0.0,0.10869565217391304,0.0,0.0,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.0,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.0,0.0,0.043478260869565216,0.043478260869565216,0.0,0.0,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.0,0.0,0.043478260869565216,0.06521739130434782,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.06521739130434782,0.043478260869565216,0.0,0.0,0.0,0.0,0.06521739130434782,0.0,0.0,0.021739130434782608,0.0,0.0,0.021739130434782608,0.0,0.021739130434782608,0.0,0.0,0.043478260869565216,0.043478260869565216,0.0,0.0,0.021739130434782608,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.0,0.021739130434782608,0.0,0.021739130434782608,0.021739130434782608,0.0,0.0,0.0,0.0,0.021739130434782608,0.0,0.043478260869565216,0.0,0.0,0.0,0.043478260869565216,0.0,0.043478260869565216,0.0,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.0,0.0,0.021739130434782608,0.021739130434782608,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.0,0.021739130434782608,0.0,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.0,0.0,0.043478260869565216,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.021739130434782608,0.021739130434782608,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.021739130434782608,0.0,0.021739130434782608,0.021739130434782608,0.0,0.0,0.0,0.043478260869565216,0.0,0.021739130434782608,0.0,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.021739130434782608,0.0,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.0,0.0,0.0
37,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.021739130434782608,0.0,0.0,0.021739130434782608,0.021739130434782608,0.06521739130434782,0.0,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.0,0.0,0.043478260869565216,0.021739130434782608,0.0,0.0,0.021739130434782608,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.021739130434782608,0.0,0.021739130434782608,0.021739130434782608,0.0,0.021739130434782608,0.021739130434782608,0.0,0.021739130434782608,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.021739130434782608,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.021739130434782608,0.0,0.021739130434782608,0.0,0.0,0.021739130434782608,0.0,0.06521739130434782,0.0,0.021739130434782608,0.0,0.0,0.021739130434782608,0.0,0.021739130434782608,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.043478260869565216,0.021739130434782608,0.0,0.0,0.0,0.021739130434782608,0.0,0.021739130434782608
